Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
627,Kasperi Kapanen\kapanka01,TOR,RW,2015,2018,3,20,1,0,1,-7,2,1,0,0,0,32,3.1,251,0.05,0.00,0.05,1.60,-0.5,0.0,-0.5
628,Patrick Kane\kanepa01,CHI,RW,2015,2018,3,180,85,124,209,26,68,61,24,0,14,629,13.5,3744,0.47,0.69,1.16,3.49,22.1,5.0,27.1
629,Evander Kane\kaneev01,BUF,LW,2015,2018,3,150,57,36,93,-32,220,47,6,4,8,604,9.4,3007,0.38,0.24,0.62,4.03,8.3,2.6,10.9
630,Steven Kampfer\kampfst01,TOT,D,2015,2018,3,65,1,5,6,0,44,1,0,0,0,74,1.4,963,0.02,0.08,0.09,1.14,-0.4,1.8,1.3
631,Vladislav Kamenev\kamenvl01,NSH,LW,2016,2017,1,2,0,0,0,-1,2,0,0,0,0,1,0.0,20,0.00,0.00,0.00,0.50,-0.1,0.0,-0.1
632,Sergey Kalinin\kalinse01,NJD,C,2015,2017,2,121,10,9,19,-23,48,7,3,0,2,108,9.3,1590,0.08,0.07,0.16,0.89,-1.1,1.4,0.3
633,Nazem Kadri\kadrina01,TOR,C,2015,2018,3,175,58,62,120,-20,176,39,19,0,8,540,10.7,3021,0.33,0.35,0.69,3.09,11.2,2.3,13.5
634,Tomas Jurco\jurcoto01,TOT,RW/LW,2015,2017,2,73,5,2,7,-18,20,5,0,0,0,78,6.4,712,0.07,0.03,0.10,1.07,-0.6,0.1,-0.6
635,Tyson Jost\jostty01,COL,C,2016,2018,2,12,2,1,3,-5,2,2,0,0,0,19,10.5,175,0.17,0.08,0.25,1.58,0.0,0.0,0.0
636,Roman Josi\josiro01,NSH,D,2015,2018,3,165,30,88,118,4,69,14,15,1,5,466,6.4,4177,0.18,0.53,0.72,2.82,11.4,9.4,20.8
637,Jacob Josefson\josefja01,TOT,C,2015,2018,3,102,5,19,24,-25,36,2,3,0,2,133,3.8,1432,0.05,0.19,0.24,1.30,-0.7,1.1,0.4
638,Michal Jordan\jordami01,CAR,D,2015,2016,1,36,1,0,1,-5,12,1,0,0,0,36,2.8,546,0.03,0.00,0.03,1.00,-0.5,1.1,0.6
639,Josh Jooris\joorijo01,TOT,C/RW,2015,2018,3,122,10,19,29,-4,55,10,0,0,0,176,5.7,1489,0.08,0.16,0.24,1.44,0.1,1.4,1.5
640,Seth Jones\jonesse01,TOT,D,2015,2018,3,172,18,67,85,0,46,16,2,0,4,352,5.1,3926,0.10,0.39,0.49,2.05,6.6,7.7,14.3
641,David Jones\jonesda01,TOT,RW,2015,2016,1,75,11,7,18,-7,10,10,1,0,2,84,13.1,933,0.15,0.09,0.24,1.12,0.6,0.7,1.3
642,Connor Jones\jonesco01,NYI,C,2016,2017,1,4,0,0,0,1,2,0,0,0,0,2,0.0,47,0.00,0.00,0.00,0.50,-0.1,0.1,0.0
643,Jyrki Jokipakka\jokipjy01,TOT,D,2015,2017,2,99,3,15,18,0,26,3,0,0,1,74,4.1,1494,0.03,0.15,0.18,0.75,0.5,2.9,3.3
644,Jussi Jokinen\jokinju01,TOT,LW,2015,2018,3,163,29,60,89,7,83,18,9,2,3,293,9.9,2844,0.18,0.37,0.55,1.80,5.4,3.6,9.0
645,Ryan Johnston\johnsry02,MTL,D,2015,2017,2,10,0,0,0,-2,4,0,0,0,0,4,0.0,118,0.00,0.00,0.00,0.40,-0.1,0.1,-0.1
646,Ross Johnston\johnsro02,NYI,LW,2015,2016,1,1,0,0,0,0,4,0,0,0,0,0,,16,0.00,0.00,0.00,0.00,0.0,0.0,0.0
647,Tyler Johnson\johnsty01,TBL,C,2015,2018,3,152,37,54,91,-8,52,25,11,1,10,326,11.3,2698,0.24,0.36,0.60,2.14,6.6,2.7,9.4
648,Jack Johnson\johnsja02,CBJ,D,2015,2018,3,158,12,29,41,4,61,8,4,0,4,220,5.5,3538,0.08,0.18,0.26,1.39,1.5,7.2,8.7
649,Erik Johnson\johnser01,COL,D,2015,2018,3,133,13,35,48,-21,69,8,3,2,1,314,4.1,3096,0.10,0.26,0.36,2.36,2.9,5.2,8.0
650,Stephen Johns\johnsst03,DAL,D,2015,2018,3,87,7,11,18,-12,47,7,0,0,1,128,5.5,1579,0.08,0.13,0.21,1.47,0.7,2.0,2.8
651,Marcus Johansson\johanma03,TOT,LW,2015,2018,3,166,44,65,109,34,34,33,11,0,12,272,16.2,2767,0.27,0.39,0.66,1.64,9.2,4.2,13.3
652,Ryan Johansen\johanry01,TOT,C,2015,2018,3,177,28,100,128,5,138,19,8,1,5,358,7.8,3232,0.16,0.56,0.72,2.02,8.5,3.8,12.3
653,Nicklas Jensen\jenseni01,NYR,RW,2016,2017,1,7,0,0,0,-2,0,0,0,0,0,8,0.0,65,0.00,0.00,0.00,1.14,-0.2,0.0,-0.2
654,Nick Jensen\jenseni02,DET,D,2016,2018,2,66,4,14,18,-8,21,4,0,0,0,76,5.3,1132,0.06,0.21,0.27,1.15,1.0,2.1,3.1
655,Boone Jenner\jennebo01,CBJ,C,2015,2018,3,173,50,39,89,1,129,37,10,3,7,461,10.8,2835,0.29,0.23,0.51,2.66,7.7,3.0,10.7
656,Dustin Jeffrey\jeffrdu01,ARI,C,2015,2016,1,7,1,1,2,2,2,1,0,0,0,5,20.0,80,0.14,0.14,0.29,0.71,0.1,0.2,0.3
657,Dmitrij Jaskin\jaskidm01,STL,RW,2015,2018,3,130,6,23,29,15,44,6,0,0,1,167,3.6,1515,0.05,0.18,0.22,1.28,-0.4,2.4,2.0
658,Christian Jaros\jarosch01,OTT,D,2017,2018,1,2,0,0,0,0,0,0,0,0,0,0,,16,0.00,0.00,0.00,0.00,0.0,0.0,0.0
659,Calle Jarnkrok\jarnkca01,NSH,C,2015,2018,3,177,33,34,67,2,41,26,5,2,6,275,12.0,2816,0.19,0.19,0.38,1.55,3.4,3.2,6.6
660,Mattias Janmark\janmama02,DAL,C,2015,2018,2,88,18,19,37,9,18,17,0,1,4,134,13.4,1291,0.20,0.22,0.42,1.52,2.5,1.7,4.3
661,Mark Jankowski\jankoma01,CGY,C,2016,2018,2,9,1,0,1,0,2,1,0,0,0,8,12.5,100,0.11,0.00,0.11,0.89,-0.1,0.1,0.0
662,Jaromir Jagr\jagrja01,TOT,RW,2015,2018,3,168,44,72,116,27,106,31,13,0,6,335,13.1,2827,0.26,0.43,0.69,1.99,10.1,4.4,14.5
663,Tim Jackman\jackmti01,ANA,RW,2015,2016,1,2,0,0,0,-2,4,0,0,0,0,1,0.0,11,0.00,0.00,0.00,0.50,0.0,-0.1,-0.1
664,Barret Jackman\jackmba01,NSH,D,2015,2016,1,73,1,4,5,1,76,1,0,0,1,64,1.6,1012,0.01,0.05,0.07,0.88,-0.6,2.4,1.8
665,Matt Irwin\irwinma01,TOT,D,2015,2018,3,89,5,11,16,11,28,5,0,0,1,121,4.1,1412,0.06,0.12,0.18,1.36,0.6,3.8,4.3
666,Jarome Iginla\iginlja01,TOT,RW,2015,2017,2,162,36,38,74,-52,111,16,20,0,7,335,10.7,2511,0.22,0.23,0.46,2.07,5.2,1.0,6.2
667,Alex Iafallo\iafalal01,LAK,C,2017,2018,1,16,1,5,6,5,2,1,0,0,0,40,2.5,277,0.06,0.31,0.38,2.50,-0.1,0.5,0.4
668,Zach Hyman\hymanza01,TOR,C,2015,2018,3,115,18,25,43,9,60,14,0,4,3,229,7.9,1917,0.16,0.22,0.37,1.99,1.3,2.2,3.5
669,Ben Hutton\huttobe01,VAN,D,2015,2018,3,162,6,41,47,-37,49,4,2,0,1,269,2.2,3307,0.04,0.25,0.29,1.66,1.8,5.1,6.9
670,Matt Hunwick\hunwima01,TOT,D,2015,2018,3,138,4,26,30,-11,50,4,0,0,1,154,2.6,2758,0.03,0.19,0.22,1.12,0.3,4.9,5.2
671,Brad Hunt\huntbr01,TOT,D,2015,2018,3,27,1,12,13,-1,6,0,1,0,0,38,2.6,430,0.04,0.44,0.48,1.41,1.0,0.8,1.8
672,Charles Hudon\hudonch01,MTL,LW,2015,2018,3,22,2,8,10,-2,8,1,1,0,1,52,3.8,278,0.09,0.36,0.45,2.36,0.5,0.3,0.8
673,Jiri Hudler\hudleji01,TOT,C/RW,2015,2017,2,104,19,38,57,-4,31,15,4,0,2,136,14.0,1514,0.18,0.37,0.55,1.31,4.2,1.3,5.5
674,Jonathan Huberdeau\huberjo01,FLA,LW,2015,2018,3,121,35,66,101,15,64,26,8,1,4,297,11.8,2211,0.29,0.55,0.83,2.45,8.9,2.9,11.8
675,Marek Hrivik\hrivima01,NYR,LW,2015,2017,2,21,0,3,3,0,2,0,0,0,0,18,0.0,220,0.00,0.14,0.14,0.86,-0.3,0.2,-0.1
676,Quinton Howden\howdequ01,TOT,C,2015,2017,2,63,6,5,11,0,18,6,0,0,0,59,10.2,645,0.10,0.08,0.17,0.94,0.1,0.6,0.8
677,Marian Hossa\hossama01,CHI,RW,2015,2017,2,137,39,39,78,17,32,28,7,4,9,358,10.9,2335,0.28,0.28,0.57,2.61,6.5,3.1,9.5
678,Bo Horvat\horvabo01,VAN,C,2015,2018,3,179,42,63,105,-31,45,30,10,2,7,355,11.8,3164,0.23,0.35,0.59,1.98,7.5,2.8,10.2
679,Patric Hornqvist\hornqpa01,PIT,RW,2015,2018,3,166,48,55,103,25,76,26,22,0,9,527,9.1,2736,0.29,0.33,0.62,3.17,9.0,3.6,12.6
680,Shawn Horcoff\horcosh01,ANA,C,2015,2016,1,59,6,9,15,1,34,5,0,1,2,73,8.2,784,0.10,0.15,0.25,1.24,0.2,1.1,1.3
681,Julius Honka\honkaju01,DAL,D,2016,2018,2,22,1,4,5,-8,4,1,0,0,1,40,2.5,360,0.05,0.18,0.23,1.82,0.2,0.1,0.3
682,Korbinian Holzer\holzeko01,ANA,D,2015,2018,3,67,2,8,10,-6,33,2,0,0,0,36,5.6,951,0.03,0.12,0.15,0.54,0.2,1.8,2.0
683,Bud Holloway\hollobu01,MTL,C,2015,2016,1,1,0,0,0,0,0,0,0,0,0,1,0.0,7,0.00,0.00,0.00,1.00,0.0,0.0,0.0
684,Peter Holland\hollape01,TOT,C,2015,2017,2,113,14,25,39,-32,50,8,6,0,1,217,6.5,1565,0.12,0.22,0.35,1.92,1.5,0.5,2.0
685,Nick Holden\holdeni01,TOT,D,2015,2018,3,174,18,40,58,13,61,15,3,0,2,191,9.4,3645,0.10,0.23,0.33,1.10,3.8,8.2,12.1
686,Mike Hoffman\hoffmmi02,OTT,LW,2015,2018,3,166,59,74,133,15,75,36,23,0,11,522,11.3,2936,0.36,0.45,0.80,3.14,13.4,3.5,16.9
687,Cody Hodgson\hodgsco01,NSH,C,2015,2016,1,39,3,5,8,2,6,3,0,0,2,65,4.6,419,0.08,0.13,0.21,1.67,0.1,0.6,0.6
688,Joshua Ho-Sang\hosanjo01,NYI,RW,2016,2018,2,27,4,10,14,2,14,3,1,0,0,28,14.3,426,0.15,0.37,0.52,1.04,0.8,0.5,1.2
689,Niklas Hjalmarsson\hjalmni01,TOT,D,2015,2018,3,166,7,38,45,18,54,7,0,0,0,146,4.8,3642,0.04,0.23,0.27,0.88,1.2,8.9,10.1
690,Nico Hischier\hischni01,NJD,C,2017,2018,1,15,2,8,10,0,6,2,0,0,0,31,6.5,246,0.13,0.53,0.67,2.07,0.5,0.2,0.8
691,Vinnie Hinostroza\hinosvi01,CHI,C/LW,2015,2017,2,56,6,8,14,-2,23,6,0,0,2,82,7.3,648,0.11,0.14,0.25,1.46,0.4,0.5,0.9
692,Chris Higgins\higgich01,VAN,LW,2015,2016,1,33,3,1,4,-14,4,2,0,1,0,51,5.9,455,0.09,0.03,0.12,1.55,-0.5,0.0,-0.5
693,Thomas Hickey\hicketh01,NYI,D,2015,2018,3,150,10,31,41,11,71,10,0,0,4,157,6.4,2624,0.07,0.21,0.27,1.05,2.5,5.7,8.2
694,Tomas Hertl\hertlto01,SJS,C,2015,2018,3,144,33,41,74,5,48,27,6,0,8,339,9.7,2384,0.23,0.28,0.51,2.35,5.1,3.3,8.4
695,Adam Henrique\henriad01,NJD,C,2015,2018,3,177,53,46,99,-14,63,34,15,4,10,320,16.6,3358,0.30,0.26,0.56,1.81,7.7,4.3,12.0
696,Samuel Henley\henlesa01,COL,C,2016,2017,1,1,1,0,1,1,2,1,0,0,0,1,100.0,5,1.00,0.00,1.00,1.00,0.2,0.0,0.3
697,Matt Hendricks\hendrma01,TOT,LW,2015,2018,3,117,9,11,20,1,113,8,0,1,1,107,8.4,1413,0.08,0.09,0.17,0.91,-0.7,1.7,1.0
698,Ales Hemsky\hemskal01,TOT,RW,2015,2018,3,97,17,29,46,1,30,15,2,0,0,190,8.9,1269,0.18,0.30,0.47,1.96,3.6,1.2,4.9
699,Darren Helm\helmda01,DET,C/LW,2015,2018,3,144,24,26,50,-5,54,21,2,1,4,293,8.2,2194,0.17,0.18,0.35,2.03,2.1,2.5,4.6
700,Seth Helgeson\helgese01,NJD,D,2015,2017,2,28,1,1,2,-3,32,1,0,0,0,12,8.3,386,0.04,0.04,0.07,0.43,-0.1,0.8,0.7
701,Danton Heinen\heineda01,BOS,C,2016,2018,2,18,2,5,7,-1,6,1,0,1,1,27,7.4,244,0.11,0.28,0.39,1.50,0.2,0.3,0.5
702,Tim Heed\heedti01,SJS,D,2016,2018,2,13,2,5,7,1,6,1,1,0,1,29,6.9,229,0.15,0.38,0.54,2.23,0.6,0.8,1.4
703,Victor Hedman\hedmavi01,TBL,D,2015,2018,3,174,28,104,132,29,109,22,6,0,6,383,7.3,4167,0.16,0.60,0.76,2.20,12.5,11.4,24.0
704,Kevin Hayes\hayeske01,NYR,RW,2015,2018,3,172,34,57,91,13,52,29,4,1,8,309,11.0,2621,0.20,0.33,0.53,1.80,6.6,3.0,9.6
705,Jimmy Hayes\hayesji01,TOT,RW,2015,2018,3,147,18,21,39,-14,89,14,4,0,3,222,8.1,1769,0.12,0.14,0.27,1.51,1.4,1.3,2.7
706,John Hayden\haydejo01,CHI,LW/RW,2016,2018,2,28,2,8,10,5,13,1,0,1,0,38,5.3,324,0.07,0.29,0.36,1.36,0.3,0.6,0.9
707,Martin Havlat\havlama01,STL,RW,2015,2016,1,2,1,0,1,0,0,1,0,0,1,3,33.3,22,0.50,0.00,0.50,1.50,0.2,0.0,0.2
708,Erik Haula\haulaer01,TOT,C/LW,2015,2018,3,159,34,34,68,25,63,29,3,2,7,260,13.1,2140,0.21,0.21,0.43,1.64,5.3,3.3,8.6
709,Garnet Hathaway\hathaga01,CGY,RW,2015,2018,3,41,1,7,8,-1,75,1,0,0,0,33,3.0,417,0.02,0.17,0.20,0.80,-0.2,0.4,0.2
710,Scott Hartnell\hartnsc01,TOT,LW,2015,2018,3,172,40,53,93,-5,195,26,14,0,2,279,14.3,2405,0.23,0.31,0.54,1.62,8.2,2.4,10.6
711,Ryan Hartman\hartmry01,CHI,RW/LW,2015,2018,3,95,23,19,42,16,84,21,2,0,4,201,11.4,1215,0.24,0.20,0.44,2.12,3.6,1.9,5.5
712,Scott Harrington\harrisc01,TOT,D,2015,2018,3,39,1,3,4,3,16,1,0,0,0,25,4.0,498,0.03,0.08,0.10,0.64,-0.1,1.3,1.2
713,Ben Harpur\harpube01,OTT,D,2015,2018,3,12,0,1,1,0,2,0,0,0,0,6,0.0,181,0.00,0.08,0.08,0.50,-0.1,0.4,0.2
714,Shane Harper\harpesh01,FLA,RW,2016,2017,1,14,2,1,3,-1,18,2,0,0,0,13,15.4,144,0.14,0.07,0.21,0.93,0.2,0.1,0.3
715,Martin Hanzal\hanzama01,TOT,C,2015,2018,3,147,34,47,81,-32,139,25,8,1,4,332,10.2,2571,0.23,0.32,0.55,2.26,5.7,1.6,7.3
716,Jannik Hansen\hanseja01,TOT,RW,2015,2018,3,118,30,29,59,18,70,28,1,1,6,200,15.0,1896,0.25,0.25,0.50,1.69,4.7,3.3,7.9
717,Markus Hannikainen\hannima01,CBJ,LW,2015,2018,3,21,3,2,5,0,8,3,0,0,0,18,16.7,181,0.14,0.10,0.24,0.86,0.3,0.2,0.5
718,Joel Hanley\hanlejo01,MTL,D,2015,2017,2,17,0,6,6,-3,4,0,0,0,0,15,0.0,231,0.00,0.35,0.35,0.88,0.4,0.3,0.6
719,Noah Hanifin\hanifno01,CAR,D,2015,2018,3,173,9,48,57,-39,50,6,3,0,1,260,3.5,3115,0.05,0.28,0.33,1.50,3.4,4.8,8.2
720,Travis Hamonic\hamontr01,TOT,D,2015,2018,3,134,9,28,37,-28,104,8,0,1,1,235,3.8,2986,0.07,0.21,0.28,1.75,1.4,3.6,5.1
721,Freddie Hamilton\hamilfr01,CGY,C,2015,2018,3,32,3,2,5,-1,10,2,0,1,1,39,7.7,321,0.09,0.06,0.16,1.22,0.0,0.3,0.3
722,Dougie Hamilton\hamildo01,CGY,D,2015,2018,3,179,27,73,100,-1,122,19,8,0,8,464,5.8,3544,0.15,0.41,0.56,2.59,9.3,7.3,16.6
723,Dan Hamhuis\hamhuda01,TOT,D,2015,2018,3,150,5,29,34,-15,53,3,2,0,2,162,3.1,3011,0.03,0.19,0.23,1.08,0.5,5.4,5.9
724,Taylor Hall\hallta02,TOT,LW,2015,2018,3,169,51,84,135,-16,88,38,13,0,10,574,8.9,3250,0.30,0.50,0.80,3.40,11.5,3.6,15.1
725,Matt Halischuk\halisma01,WPG,RW,2015,2016,1,30,0,3,3,1,4,0,0,0,0,39,0.0,284,0.00,0.10,0.10,1.30,-0.5,0.3,-0.1
726,Micheal Haley\haleymi01,TOT,C/LW,2015,2018,3,88,3,13,16,1,221,3,0,0,1,57,5.3,756,0.03,0.15,0.18,0.65,-0.1,0.9,0.8
727,Ron Hainsey\hainsro01,TOT,D,2015,2018,3,170,9,36,45,-16,60,8,0,1,3,218,4.1,3759,0.05,0.21,0.26,1.28,1.3,7.6,8.8
728,Robert Hagg\haggro01,PHI,D,2016,2018,2,17,0,2,2,10,10,0,0,0,0,22,0.0,330,0.00,0.12,0.12,1.29,-0.2,1.4,1.2
729,Carl Hagelin\hagelca01,TOT,LW,2015,2018,3,157,21,42,63,17,58,21,0,0,8,341,6.2,2457,0.13,0.27,0.40,2.17,2.5,3.3,5.7
730,Erik Gustafsson\gustaer02,CHI,D,2015,2016,1,41,0,14,14,11,4,0,0,0,0,58,0.0,633,0.00,0.34,0.34,1.41,0.8,2.3,3.1
731,Denis Gurianov\guriade01,DAL,RW,2016,2017,1,1,0,0,0,-1,0,0,0,0,0,0,,13,0.00,0.00,0.00,0.00,0.0,0.0,-0.1
732,Carl Gunnarsson\gunnaca01,STL,D,2015,2018,3,144,6,13,19,10,39,5,1,0,1,97,6.2,2301,0.04,0.09,0.13,0.67,-0.2,5.9,5.8
733,Brendan Guhle\guhlebr01,BUF,D,2016,2017,1,3,0,0,0,1,0,0,0,0,0,4,0.0,49,0.00,0.00,0.00,1.33,-0.1,0.2,0.1
734,Jake Guentzel\guentja01,PIT,C,2016,2018,2,57,20,22,42,0,26,17,3,0,0,121,16.5,921,0.35,0.39,0.74,2.12,4.1,0.9,5.0
735,Nate Guenin\guenina01,COL,D,2015,2016,1,29,0,0,0,2,2,0,0,0,0,10,0.0,379,0.00,0.00,0.00,0.34,-0.5,1.0,0.5
736,Erik Gudbranson\gudbrer01,TOT,D,2015,2018,3,109,3,12,15,-10,94,3,0,0,1,129,2.3,2160,0.03,0.11,0.14,1.18,-0.7,3.6,2.9
737,Radko Gudas\gudasra01,PHI,D,2015,2018,3,157,11,28,39,7,251,11,0,0,1,289,3.8,3031,0.07,0.18,0.25,1.84,1.7,7.5,9.2
738,Matthew Grzelcyk\grzelma01,BOS,D,2016,2018,2,3,0,0,0,1,2,0,0,0,0,6,0.0,37,0.00,0.00,0.00,2.00,0.0,0.2,0.1
739,Eric Gryba\grybaer01,EDM,D,2015,2018,3,106,3,9,12,-4,163,3,0,0,2,118,2.5,1793,0.03,0.08,0.11,1.11,-0.6,3.7,3.1
740,Nicklas Grossmann\grossni01,TOT,D,2015,2017,2,61,3,4,7,-7,26,3,0,0,1,45,6.7,1070,0.05,0.07,0.11,0.74,-0.2,1.5,1.3
741,Rocco Grimaldi\grimaro01,TOT,C,2015,2018,3,27,4,5,9,-6,4,4,0,0,0,44,9.1,315,0.15,0.19,0.33,1.63,0.5,0.1,0.6
742,Mikhail Grigorenko\grigomi01,COL,C,2015,2017,2,149,16,34,50,-12,26,15,1,0,0,169,9.5,2038,0.11,0.23,0.34,1.13,1.6,2.1,3.7
743,Seth Griffith\griffse01,TOT,C,2015,2018,3,41,2,7,9,-1,14,2,0,0,0,32,6.3,488,0.05,0.17,0.22,0.78,-0.2,0.6,0.4
744,Alexandre Grenier\grenial01,VAN,RW,2015,2017,2,9,0,0,0,-5,2,0,0,0,0,10,0.0,88,0.00,0.00,0.00,1.11,-0.2,-0.1,-0.3
745,A.J. Greer\greeraj01,COL,LW,2016,2018,2,11,0,2,2,-3,22,0,0,0,0,14,0.0,117,0.00,0.18,0.18,1.27,-0.1,0.0,-0.1
746,Colin Greening\greenco01,TOT,LW,2015,2016,1,31,7,8,15,-2,13,6,1,0,0,58,12.1,437,0.23,0.26,0.48,1.87,1.2,0.4,1.7
747,Matt Greene\greenma01,LAK,D,2015,2017,2,29,1,1,2,3,27,1,0,0,0,17,5.9,378,0.03,0.03,0.07,0.59,-0.1,1.3,1.2
748,Andy Greene\greenan01,NJD,D,2015,2018,3,162,9,19,28,-8,36,6,2,1,1,162,5.6,3633,0.06,0.12,0.17,1.00,-0.4,9.0,8.7
749,Mike Green\greenmi03,DET,D,2015,2018,3,163,22,63,85,-22,94,14,8,0,2,279,7.9,3555,0.13,0.39,0.52,1.71,7.4,6.6,14.0
750,Kevin Gravel\graveke01,LAK,D,2015,2017,2,54,1,6,7,3,6,0,1,0,0,54,1.9,752,0.02,0.11,0.13,1.00,-0.1,2.4,2.3
751,Tyler Graovac\graovty01,TOT,C,2015,2018,3,57,7,2,9,5,12,7,0,0,2,50,14.0,551,0.12,0.04,0.16,0.88,0.2,0.7,0.9
752,Derek Grant\grantde01,TOT,C,2015,2018,3,77,3,11,14,-10,26,2,1,0,0,78,3.8,818,0.04,0.14,0.18,1.01,-0.5,0.5,0.0
753,Alex Grant\grantal01,ARI,D,2015,2016,1,5,0,0,0,-2,7,0,0,0,0,4,0.0,66,0.00,0.00,0.00,0.80,-0.1,0.0,-0.1
754,Mikael Granlund\granlmi01,MIN,C/RW,2015,2018,3,173,40,78,118,7,32,27,9,4,7,363,11.0,3203,0.23,0.45,0.68,2.10,8.6,3.6,12.3
755,Markus Granlund\granlma01,TOT,C,2015,2018,3,131,27,18,45,-25,28,23,3,1,5,200,13.5,2104,0.21,0.14,0.34,1.53,2.1,1.6,3.7
756,Petter Granberg\granbpe01,NSH,D,2015,2017,2,37,0,2,2,1,23,0,0,0,0,16,0.0,467,0.00,0.05,0.05,0.43,-0.4,1.1,0.8
757,Marc-Andre Gragnani\gragnma01,NJD,D,2015,2016,1,4,0,0,0,-2,2,0,0,0,0,0,,57,0.00,0.00,0.00,0.00,-0.1,0.0,-0.1
758,Mikhail Grabovski\grabomi01,NYI,C,2015,2016,1,58,9,16,25,3,33,8,1,0,2,83,10.8,818,0.16,0.28,0.43,1.43,1.6,1.0,2.6
759,Michael Grabner\grabnmi01,TOT,RW,2015,2018,3,173,43,24,67,24,26,41,0,2,6,315,13.7,2452,0.25,0.14,0.39,1.82,5.2,3.6,8.8
760,Yanni Gourde\gourdya01,TBL,C,2015,2018,3,39,10,11,21,10,18,7,1,2,1,62,16.1,616,0.26,0.28,0.54,1.59,1.5,1.0,2.4
761,Shayne Gostisbehere\gostish01,PHI,D,2015,2018,3,153,25,75,100,-9,60,15,10,0,7,386,6.5,3054,0.16,0.49,0.65,2.52,9.8,6.3,16.1
762,Brandon Gormley\gormlbr01,COL,D,2015,2016,1,26,0,1,1,-3,8,0,0,0,0,11,0.0,317,0.00,0.04,0.04,0.42,-0.3,0.4,0.2
763,Josh Gorges\gorgejo01,BUF,D,2015,2018,3,147,3,15,18,-9,126,3,0,0,0,98,3.1,2851,0.02,0.10,0.12,0.67,-1.2,6.4,5.3
764,Boyd Gordon\gordobo01,TOT,C,2015,2017,2,78,3,2,5,-12,12,2,0,1,0,61,4.9,899,0.04,0.03,0.06,0.78,-1.6,0.5,-1.1
765,Barclay Goodrow\goodrba01,SJS,RW,2015,2018,3,20,0,5,5,1,18,0,0,0,0,16,0.0,212,0.00,0.25,0.25,0.80,0.0,0.3,0.3
766,Scott Gomez\gomezsc01,TOT,C,2015,2016,1,34,1,8,9,-7,6,1,0,0,1,20,5.0,385,0.03,0.24,0.26,0.59,0.1,0.1,0.2
767,Cody Goloubef\golouco01,TOT,D,2015,2017,2,76,1,12,13,-14,45,1,0,0,0,75,1.3,1211,0.01,0.16,0.17,0.99,0.1,1.6,1.6
768,Alex Goligoski\goligal01,TOT,D,2015,2018,3,182,12,68,80,4,72,9,2,1,2,260,4.6,4279,0.07,0.37,0.44,1.43,4.9,8.9,13.8
769,Nikolay Goldobin\goldoni01,TOT,LW/RW,2015,2017,2,23,4,1,5,1,0,4,0,0,1,21,19.0,260,0.17,0.04,0.22,0.91,0.3,0.4,0.7
770,Luke Glendening\glendlu01,DET,C/RW,2015,2018,3,172,14,24,38,-8,76,13,0,1,4,188,7.4,2342,0.08,0.14,0.22,1.09,-0.8,2.6,1.8
771,Tanner Glass\glassta01,TOT,LW,2015,2018,3,75,5,4,9,-5,88,5,0,0,0,62,8.1,774,0.07,0.05,0.12,0.83,-0.6,0.5,-0.1
772,Claude Giroux\giroucl01,PHI,C,2015,2018,3,176,45,100,145,-16,97,30,14,1,8,474,9.5,3484,0.26,0.57,0.82,2.69,10.9,3.4,14.4
773,Zemgus Girgensons\girgeze01,BUF,C,2015,2018,3,158,15,22,37,-6,42,14,1,0,1,238,6.3,2207,0.09,0.14,0.23,1.51,-0.3,2.7,2.3
774,Dan Girardi\girarda01,TOT,D,2015,2018,3,154,6,29,35,29,42,5,0,1,4,154,3.9,2993,0.04,0.19,0.23,1.00,0.8,7.4,8.2
775,Samuel Girard\girarsa01,NSH,D,2017,2018,1,5,1,2,3,-3,2,1,0,0,0,8,12.5,85,0.20,0.40,0.60,1.60,0.3,0.0,0.3
776,Mark Giordano\giordma01,CGY,D,2015,2018,3,179,35,65,100,18,121,19,12,4,7,400,8.8,4326,0.20,0.36,0.56,2.23,9.3,10.5,19.8
777,Stephen Gionta\giontst01,TOT,C/RW,2015,2017,2,108,2,15,17,-4,45,2,0,0,0,79,2.5,1293,0.02,0.14,0.16,0.73,-1.5,1.6,0.2
778,Brian Gionta\giontbr01,BUF,RW,2015,2017,2,161,27,41,68,-16,34,22,4,1,5,318,8.5,2763,0.17,0.25,0.42,1.98,3.0,2.9,6.0
779,Tom Gilbert\gilbeto01,TOT,D,2015,2017,2,63,2,5,7,-1,18,2,0,0,0,48,4.2,1037,0.03,0.08,0.11,0.76,-0.3,2.4,2.1
780,Brian Gibbons\gibbobr02,NJD,LW,2017,2018,1,15,7,3,10,10,6,5,0,2,1,22,31.8,232,0.47,0.20,0.67,1.47,1.1,0.6,1.7
781,Ryan Getzlaf\getzlry01,ANA,C,2015,2018,3,157,29,114,143,23,110,15,12,2,8,326,8.9,3177,0.18,0.73,0.91,2.08,10.4,5.0,15.4
782,Nathan Gerbe\gerbena01,CAR,LW,2015,2016,1,47,3,4,7,-15,14,3,0,0,0,73,4.1,633,0.06,0.09,0.15,1.55,-0.6,0.2,-0.4
783,Eric Gelinas\geliner01,TOT,D,2015,2017,2,67,1,6,7,-10,28,0,1,0,0,84,1.2,866,0.01,0.09,0.10,1.25,-0.2,1.5,1.3
